"Mês/Ano";"UF";"Município";"Zona";"Quantidade";"%";
"";"SP";"JUNDIAÍ";"424";"72.682";"0,227"
"";"SP";"JUNQUEIRÓPOLIS";"196";"13.547";"0,042"
"";"SP";"JUQUIÁ";"223";"17.148";"0,054"
"";"SP";"JUQUITIBA";"201";"22.376";"0,070"
"";"SP";"LAGOINHA";"128";"5.205";"0,016"
"";"SP";"LARANJAL PAULISTA";"209";"20.464";"0,064"
"";"SP";"LAVÍNIA";"153";"4.256";"0,013"
"";"SP";"LAVRINHAS";"42";"5.820";"0,018"
"";"SP";"LEME";"188";"70.659";"0,221"
"";"SP";"LENÇÓIS PAULISTA";"161";"46.619";"0,146"
"";"SP";"LIMEIRA";"66";"116.071";"0,363"
"";"SP";"LIMEIRA";"399";"92.230";"0,288"
"";"SP";"LINDÓIA";"134";"5.352";"0,017"
"";"SP";"LINS";"67";"21.204";"0,066"
"";"SP";"LINS";"297";"34.461";"0,108"
"";"SP";"LORENA";"68";"63.880";"0,200"
"";"SP";"LOURDES";"214";"2.022";"0,006"
"";"SP";"LOUVEIRA";"345";"27.685";"0,087"
"";"SP";"LUCÉLIA";"69";"14.948";"0,047"
"";"SP";"LUCIANÓPOLIS";"159";"1.948";"0,006"
"";"SP";"LUÍS ANTÔNIO";"133";"8.827";"0,028"
"";"SP";"LUIZIÂNIA";"289";"4.118";"0,013"
"";"SP";"LUPÉRCIO";"47";"3.729";"0,012"
"";"SP";"LUTÉCIA";"12";"2.505";"0,008"
"";"SP";"MACATUBA";"86";"13.214";"0,041"
"";"SP";"MACAUBAL";"77";"6.065";"0,019"
"";"SP";"MACEDÔNIA";"302";"3.256";"0,010"
"";"SP";"MAGDA";"162";"2.938";"0,009"
"";"SP";"MAIRINQUE";"131";"36.331";"0,114"
"";"SP";"MAIRIPORÃ";"237";"57.403";"0,179"
"";"SP";"MANDURI";"94";"7.219";"0,023"
"";"SP";"MARABÁ PAULISTA";"102";"3.549";"0,011"
"";"SP";"MARACAÍ";"363";"10.834";"0,034"
"";"SP";"MARAPOAMA";"79";"2.538";"0,008"
"";"SP";"MARIÁPOLIS";"157";"3.245";"0,010"
"";"SP";"MARÍLIA";"70";"78.602";"0,246"
"";"SP";"MARÍLIA";"400";"88.191";"0,276"
"";"SP";"MARINÓPOLIS";"232";"1.926";"0,006"
"";"SP";"MARTINÓPOLIS";"71";"18.806";"0,059"
"";"SP";"MATÃO";"170";"62.269";"0,195"
"";"SP";"MAUÁ";"217";"50.093";"0,157"
"";"SP";"MAUÁ";"339";"69.363";"0,217"
"";"SP";"MAUÁ";"364";"69.970";"0,219"
"";"SP";"MAUÁ";"365";"110.016";"0,344"
"";"SP";"MENDONÇA";"64";"4.305";"0,013"
"";"SP";"MERIDIANO";"302";"3.670";"0,011"
"";"SP";"MESÓPOLIS";"152";"1.693";"0,005"
"";"SP";"MIGUELÓPOLIS";"208";"17.063";"0,053"
"";"SP";"MINEIROS DO TIETÊ";"241";"9.313";"0,029"
"";"SP";"MIRA ESTRELA";"224";"2.585";"0,008"
"";"SP";"MIRACATU";"218";"17.044";"0,053"
"";"SP";"MIRANDÓPOLIS";"153";"20.658";"0,065"
"";"SP";"MIRANTE DO PARANAPANEMA";"238";"14.515";"0,045"
"";"SP";"MIRASSOL";"72";"40.907";"0,128"
"";"SP";"MIRASSOLÂNDIA";"72";"3.497";"0,011"
"";"SP";"MOCOCA";"73";"54.032";"0,169"
"";"SP";"MOGI DAS CRUZES";"74";"97.282";"0,304"
"";"SP";"MOGI DAS CRUZES";"287";"134.486";"0,420"
"";"SP";"MOGI DAS CRUZES";"319";"58.990";"0,184"
"";"SP";"MOGI GUAÇU";"216";"108.978";"0,341"
"";"SP";"MOGI MIRIM";"75";"67.432";"0,211"
"";"SP";"MOMBUCA";"38";"3.022";"0,009"
"";"SP";"MONÇÕES";"162";"1.979";"0,006"
"";"SP";"MONGAGUÁ";"189";"41.101";"0,128"
"";"SP";"MONTE ALEGRE DO SUL";"8";"5.728";"0,018"
"";"SP";"MONTE ALTO";"76";"37.084";"0,116"
"";"SP";"MONTE APRAZÍVEL";"77";"16.132";"0,050"
"";"SP";"MONTE AZUL PAULISTA";"171";"15.562";"0,049"
"";"SP";"MONTE CASTELO";"175";"3.331";"0,010"
"";"SP";"MONTE MOR";"358";"38.246";"0,120"
"";"SP";"MONTEIRO LOBATO";"282";"3.545";"0,011"
"";"SP";"MORRO AGUDO";"336";"20.367";"0,064"
"";"SP";"MORUNGABA";"58";"9.825";"0,031"
"";"SP";"MOTUCA";"385";"3.666";"0,011"
"";"SP";"MURUTINGA DO SUL";"9";"3.533";"0,011"
"";"SP";"NANTES";"106";"2.321";"0,007"
"";"SP";"NARANDIBA";"261";"4.031";"0,013"
"";"SP";"NATIVIDADE DA SERRA";"84";"6.694";"0,021"
"";"SP";"NAZARÉ PAULISTA";"16";"13.528";"0,042"
"";"SP";"NEVES PAULISTA";"72";"7.504";"0,023"
"";"SP";"NHANDEARA";"162";"8.075";"0,025"
"";"SP";"NIPOÃ";"77";"3.791";"0,012"
"";"SP";"NOVA ALIANÇA";"126";"5.146";"0,016"
"";"SP";"NOVA CAMPINA";"53";"6.795";"0,021"
"";"SP";"NOVA CANAÃ PAULISTA";"187";"2.066";"0,006"
"";"SP";"NOVA CASTILHO";"168";"1.325";"0,004"
"";"SP";"NOVA EUROPA";"239";"7.955";"0,025"
"";"SP";"NOVA GRANADA";"78";"15.304";"0,048"
"";"SP";"NOVA GUATAPORANGA";"175";"1.898";"0,006"
"";"SP";"NOVA INDEPENDÊNCIA";"9";"2.943";"0,009"
"";"SP";"NOVA LUZITÂNIA";"162";"2.819";"0,009"
"";"SP";"NOVA ODESSA";"292";"42.139";"0,132"
"";"SP";"NOVAIS";"179";"3.425";"0,011"
"";"SP";"NOVO HORIZONTE";"79";"28.448";"0,089"
"";"SP";"NUPORANGA";"235";"5.465";"0,017"
"";"SP";"OCAUÇU";"180";"3.457";"0,011"
"";"SP";"ÓLEO";"94";"2.775";"0,009"
"";"SP";"OLÍMPIA";"80";"39.642";"0,124"
"";"SP";"ONDA VERDE";"78";"3.580";"0,011"
"";"SP";"ORIENTE";"180";"5.080";"0,016"
"";"SP";"ORINDIÚVA";"164";"4.638";"0,014"
"";"SP";"ORLÂNDIA";"81";"30.782";"0,096"
"";"SP";"OSASCO";"213";"26.640";"0,083"
"";"SP";"OSASCO";"276";"92.139";"0,288"
"";"SP";"OSASCO";"277";"82.877";"0,259"
"";"SP";"OSASCO";"285";"50.173";"0,157"
"";"SP";"OSASCO";"315";"118.557";"0,371"
"";"SP";"OSASCO";"331";"116.801";"0,365"
"";"SP";"OSASCO";"332";"69.346";"0,217"
"";"SP";"OSCAR BRESSANE";"12";"2.641";"0,008"
"";"SP";"OSVALDO CRUZ";"163";"24.545";"0,077"
"";"SP";"OURINHOS";"82";"77.220";"0,241"
"";"SP";"OURO VERDE";"149";"5.933";"0,019"
"";"SP";"OUROESTE";"302";"7.421";"0,023"
"";"SP";"PACAEMBU";"154";"9.020";"0,028"
"";"SP";"PALESTINA";"231";"8.249";"0,026"
"";"SP";"PALMARES PAULISTA";"111";"7.121";"0,022"
"";"SP";"PALMEIRA D'OESTE";"232";"7.863";"0,025"
"";"SP";"PALMITAL";"83";"17.319";"0,054"
"";"SP";"PANORAMA";"175";"10.624";"0,033"
"";"SP";"PARAGUAÇU PAULISTA";"12";"32.132";"0,100"
"";"SP";"PARAIBUNA";"84";"14.255";"0,045"
"";"SP";"PARAÍSO";"171";"5.066";"0,016"
"";"SP";"PARANAPANEMA";"301";"13.630";"0,043"
"";"SP";"PARANAPUÃ";"152";"3.010";"0,009"
"";"SP";"PARAPUÃ";"163";"8.675";"0,027"
"";"SP";"PARDINHO";"26";"5.128";"0,016"
